-4.651441651604829586e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-2.073791823540072077e-01,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
-6.438266215897501255e-01,-6.657764306141866761e-01,-5.747250247664782430e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.525730443143980430e+00
-4.159924124711339988e-01,-6.657764306141866761e-01,-5.747250247664782430e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
-2.449699090132848034e-01,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.525730443143980430e+00
3.188909908758807421e-01,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-6.742045161388987573e-01,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.525730443143980430e+00
-1.590482480777928309e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.766121155176524460e-01
-1.179237013018497482e+00,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
2.974105756420075686e-01,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.766121155176524460e-01
-1.098816414559735444e+00,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.738450861237398559e+00
-1.179237013018497482e+00,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-3.856145179219853114e-01,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-6.590155688643244414e-01,-6.657764306141866761e-01,-5.747250247664782430e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
9.871673472868275345e-02,4.152903531803641690e-01,6.017560485242240409e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.766121155176524460e-01
-1.098816414559735444e+00,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.525730443143980430e+00
-1.076711618915120239e+00,-6.657764306141866761e-01,-5.747250247664782430e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
-1.002154546007307356e+00,4.152903531803641690e-01,6.017560485242240409e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-3.953328156503957969e-01,4.152903531803641690e-01,6.017560485242240409e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.738450861237398559e+00
-2.503400128217532217e-01,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-1.093446310751267303e+00,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-9.362138566253070948e-01,-6.657764306141866761e-01,-4.278116083977855921e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-1.590482480777928309e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-1.093446310751267303e+00,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
-1.186831486655784751e+00,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-2.234894937794118241e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.738450861237398559e+00
-5.027348918197606098e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.525730443143980430e+00
-8.840122622210057068e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.525730443143980430e+00
-5.027348918197606098e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.738450861237398559e+00
-1.171642539381210213e+00,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.738450861237398559e+00
-3.792225042249909861e-01,4.152903531803641690e-01,6.017560485242240409e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-1.590482480777928309e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
-1.088076206942798940e+00,4.152903531803641690e-01,-1.190521647645145092e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-6.704072793202552338e-01,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
-6.893934634134731843e-01,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.163891697424234595e+00
-5.413012274863728823e-01,-6.657764306141866761e-01,-4.278116083977855921e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.766121155176524460e-01
-8.732720546040693144e-01,4.152903531803641690e-01,1.189409713998994311e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.766121155176524460e-01
-6.969879370507603422e-01,-6.657764306141866761e-01,-4.278116083977855921e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.951171279330816466e+00
-3.704255706474107734e-01,-6.657764306141866761e-01,-7.549270780886627730e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.766121155176524460e-01
-9.248221461693763024e-01,-6.657764306141866761e-01,-4.278116083977855921e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.106674663889295362e-01
