2.809340865788799158e-01,-7.835318093366468173e-02,5.627450083880249920e-01,-1.208328116085409132e+00,-2.696481462745499158e-01,-2.031825527805845577e-01,-1.799905366859857747e-01,-1.683185068350351865e-01,-1.612999506052792964e-01,-1.566119624012924094e-01
-5.130076643639953637e-01,-3.112254023736005237e-01,-1.773987823552112542e-01,-4.620078090914799263e-01,-4.342347932896424845e-01,-5.356700092257807855e-01,-5.666104754470981941e-01,-5.814091970989326841e-01,-5.900621191193303750e-01,-5.957374270071443823e-01
2.168399057912223371e-01,1.225359242268564408e-01,-6.282581053752148703e-01,-4.620078090914799263e-01,1.293697357798592185e-01,-3.174082860876643354e-03,-4.726104645672430521e-02,-6.907253811469621363e-02,-8.207822908868729617e-02,-9.070903453442602515e-02
-1.679372095088512221e-02,1.297695854209083843e-01,5.384079524947840145e-01,-4.620078090914799263e-01,1.293697357798592185e-01,-3.174082860876643354e-03,-4.726104645672430521e-02,-6.907253811469621363e-02,-8.207822908868729617e-02,-9.070903453442602515e-02
-8.748287218179163771e-01,-1.575101020000018726e-01,-1.888810579974057602e-01,-1.208328116085409132e+00,-2.696481462745499158e-01,-2.031825527805845577e-01,-1.799905366859857747e-01,-1.683185068350351865e-01,-1.612999506052792964e-01,-1.566119624012924094e-01
1.361231165983757707e+00,1.690380319029030909e-01,-3.538112059265178799e-01,2.843124979024492238e-01,1.492996824911411724e-01,6.681538171429636519e-02,3.903502474843936754e-02,2.520145617147542469e-02,1.694001080898135947e-02,1.145731058651583423e-02
-3.516067509462701968e-01,4.816355335029938733e-01,7.507663224178408035e-01,-1.208328116085409132e+00,4.365781936447580835e-01,6.508209140267241510e-01,7.186713418794608010e-01,7.516456249959149183e-01,7.710970528809069080e-01,7.839135756663058174e-01
-9.559068334841658299e-01,-1.070501482706383900e+00,-7.391659316767109633e-01,-4.620078090914799263e-01,-9.978393223591441874e-01,-1.068165935590685400e+00,-1.085959904437471923e+00,-1.093745856083168766e+00,-1.098046009149973079e+00,-1.100765819479862628e+00
4.204939963584577445e-01,2.413746438434203612e-01,-1.740654362910319108e-01,2.843124979024492238e-01,1.492996824911411724e-01,6.681538171429636519e-02,3.903502474843936754e-02,2.520145617147542469e-02,1.694001080898135947e-02,1.145731058651583423e-02
9.787336354767670610e-01,-8.000658920659094175e-02,-6.351864681239567378e-01,-1.208328116085409132e+00,-2.696481462745499158e-01,-2.031825527805845577e-01,-1.799905366859857747e-01,-1.683185068350351865e-01,-1.612999506052792964e-01,-1.566119624012924094e-01
