2.334495391494929850e-01,-1.066683987999407224e+00,-8.120615619373777738e-01,2.861706523234145427e-01
-4.117162487356872957e-01,-1.115242283850845117e+00,-8.114075443706026958e-01,2.861706523234145427e-01
1.001383501200872495e+00,-6.555656927508260456e-02,-6.142012270419915376e-01,-1.148953813059679918e+00
-1.212084339000208288e+00,-9.227310258298966339e-01,-5.597768808616916392e-01,2.861706523234145427e-01
1.523509619775602175e+00,-4.963823005527330245e-01,-6.028026351639113045e-01,2.861706523234145427e-01
5.749902984863831668e-01,-3.841127654635932420e-01,-7.633973160503987332e-01,-4.313915803681326877e-01
-3.429594040991136850e-01,9.458249151157414880e-02,-1.460581222038386251e-01,-4.313915803681326877e-01
7.315929040135306372e-02,1.286766141306688316e-01,-1.571497262444527532e-01,2.861706523234145427e-01
-1.190390332610980817e+00,-8.951802196730523908e-01,-5.577922119076399454e-01,-4.313915803681326877e-01
-1.757735661312455622e-01,1.514060292100651572e-01,-3.408352314272851125e-01,-4.313915803681326877e-01
-4.458024274547420784e-01,-5.821341847159104965e-01,-1.588314857018744697e-01,-4.313915803681326877e-01
-6.663408943048933220e-02,4.567981058317576587e-02,-7.591083845240640393e-01,1.721295117706509004e+00
-7.771858858035933793e-01,-7.433064007334490020e-01,-6.932038796489661259e-01,2.861706523234145427e-01
-2.817809902055088411e-01,-1.068827785103489414e-01,-2.316009504785641049e-01,-4.313915803681326877e-01
-1.212084339000208288e+00,-9.227310258298966339e-01,-5.598362021829411672e-01,2.861706523234145427e-01
-7.495848964436760964e-01,-2.794197020675854293e-01,-1.535859978703925377e-01,-1.148953813059679918e+00
-1.255361611305459535e+00,-8.662518732083659412e-01,-5.297528771443181794e-01,-4.313915803681326877e-01
-4.671110563853161923e-01,-3.476079473057747671e-01,-2.529076860383321912e-01,-4.313915803681326877e-01
8.853554748509326888e-01,8.446531891316563234e-01,6.213580822716829877e-01,1.721295117706509004e+00
-7.780189812685252004e-01,-7.030133467290643479e-01,-5.477583811765548427e-01,-4.313915803681326877e-01
-8.718942272858930531e-01,-6.217384685663739363e-01,-5.397322064115054330e-01,1.721295117706509004e+00
-1.656550583973105617e+00,-8.192433102032505854e-01,-5.368569761221965164e-01,-4.313915803681326877e-01
-7.390368940482269222e-01,-2.422261137558459343e-01,-1.532122735465210883e-01,-1.148953813059679918e+00
7.666904479021305896e-01,9.561564674245569273e-02,5.824907525890491433e-01,-4.313915803681326877e-01
-3.012947946370896912e-01,3.052686719691131284e-02,-1.611138735369467279e-01,-1.148953813059679918e+00
7.843329159907763692e-02,1.286766141306688316e-01,-1.575101032710431725e-01,2.861706523234145427e-01
-7.654069000368494136e-01,-2.391266480632006086e-01,-1.581774681350993916e-01,-1.148953813059679918e+00
-4.395513511325107037e-01,-4.708978048576524245e-01,-2.120590242259669522e-01,-4.313915803681326877e-01
4.950793862193165751e-01,2.495557761438223499e-01,6.071699052618478865e-01,2.861706523234145427e-01
-3.867336140402269362e-01,1.999643250615028012e-01,5.945834039257476000e-01,-1.148953813059679918e+00
-1.276909675263791399e+00,-1.115138968327756830e+00,-8.135397751112622977e-01,-1.148953813059679918e+00
3.240860132177936226e-02,-6.527331254928236959e-01,-7.571923058477071367e-01,1.721295117706509004e+00
1.924274370296265857e-01,5.533034140230295161e-01,2.071113638547099345e-01,-1.148953813059679918e+00
8.906294760486572759e-01,8.446531891316563234e-01,6.217318065955544926e-01,1.721295117706509004e+00
-7.026462857839275156e-01,-2.112314568293962302e-01,-2.659835882747401126e-01,-1.148953813059679918e+00
7.145269185552064473e-01,1.726967756304590429e+00,5.016462909378534007e+00,-1.148953813059679918e+00
-8.047174457321807362e-01,-5.253106470174195852e-01,-5.658395198933846570e-01,-4.313915803681326877e-01
4.476133754397958464e-01,2.495557761438223499e-01,6.083311201253056577e-01,2.861706523234145427e-01
2.239957246562748472e-01,1.369418559777218491e-01,-6.073540635367747909e-01,-4.313915803681326877e-01
-8.898733283031486918e-01,-1.430432115912066982e-01,-1.731264410899586159e-01,-1.148953813059679918e+00
7.271354389191962975e-01,9.324713837565971053e-01,-3.375517962961286367e-01,1.721295117706509004e+00
-1.852667682871494692e-01,-2.205298539073309583e-01,-3.533683435742608347e-01,-1.148953813059679918e+00
-1.716592024348547296e+00,-1.023291468302377716e+00,-6.966541559961366703e-01,-4.313915803681326877e-01
5.794634053829094134e-01,2.115098347665804717e-03,-1.542934046262922354e-01,-1.148953813059679918e+00
9.328214856304538616e-01,-1.347779697441535141e-01,-1.135841479188631348e-01,1.721295117706509004e+00
1.613167640136919045e+00,4.696178403216152430e-01,-6.053119270527627105e-01,1.721295117706509004e+00
4.328855682766057922e-01,-5.583716144056325437e-01,-6.428504591394093026e-01,-4.313915803681326877e-01
-7.943825562623787473e-01,-7.174775199614076282e-01,-5.649497000746429576e-01,-4.313915803681326877e-01
1.733653131581191775e-01,2.702188807614556154e-01,-6.031630121905017239e-01,2.861706523234145427e-01
6.058334113715319047e-01,2.949371196602976891e-02,6.064624985059483553e-01,-1.148953813059679918e+00
1.818394393780717211e+00,2.305534685598317868e+00,2.107072437228188821e+00,2.861706523234145427e-01
-3.560109945849448398e-01,4.959632987090970002e-01,7.555084304199423118e-01,-1.148953813059679918e+00
